,Project Name,City,Local,Project Type,Bid Type,Design Type,Estimator,DEPT, Base Bid ,Bid Status
279,Ladera Sport Conference room outlets,Ladera Ranch, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1100,Awarded
280,Ladera Sport Café outlet rework,Ladera Ranch, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1250,Awarded
282,Masimo Demo Center,Irvine, 441 OC , TI , Negotiated , Engineered , Frank , Est. ,194907,Awarded
283,Deustche Bank 2 oultets in server room,Santa Ana, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,8820,Awarded
285,Epson Cisco boxes and 2 lights for Jim Scarp HBC,Long Beach, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,7080,Awarded
286,Boardwalk 4th Floor Corrridors South Tower,Irvine, 441 OC , TI , Select Bid List , Engineered , Frank , Est. ,34677,Lost
287,DMV Office Quarters Suite 325 & 350,Cerritos, 441 OC , TI , Competitive , Design/Build , Frank , Est. ,207629,Lost
288,"B|Braun Medical, Tustin Warehouse",Tustin, 441 OC , Industrial , Select Bid List , Design/Build , Brian , S.P. ,13347,Awarded
289,B|Braun Medical Ventilation Upgrade Project,Irvine, 441 OC , Industrial , Competitive , Engineered , Brian , S.P. ,168795,Lost
290,Berkley Point,Newport Beach, 441 OC , TI , Competitive , Engineered , Steve  , Est. ,142733,Lost
291,AAA new circuits for existing outlets,Tustin, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,3580,Awarded
292,Bob Montgomery power for new sump pumps,Laguna Niguel, 441 OC , Site , Select Bid List , Design/Build , Doyle , S.P. ,3800,Awarded
293,Youngs Print Shop outlets,Tustin, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,700,Awarded
294,Lakeshore towers camera cable and install,Irvine, 441 OC , Parking Structure , Select Bid List , Design/ Assist , Doyle , S.P. ,29705,Awarded
295,Kasier Bellflower Temp Power,Bellflower, 441 OC , Hospital , Select Bid List , Design/ Assist , Jeff S , P.M. ,26207,Awarded
296,Epson Customer Breifing Center,Long Beach, 11 LA , TI , Budget , Design/Build , Frank , Est. ,22969,Lost
299,FVRH temp genest for 2 services,Fountain Valley, 441 OC , Hospital , Select Bid List , Design/Build , Doyle , S.P. ,13745,Awarded
300,LPA Office TI,Irvine, 441 OC , TI , Budget , Engineered , Frank , Est. ,690855,Lost
304,Bbraun B3 Renovation Project ,Irvine, 441 OC , Industrial , Competitive , Design/ Assist , Frank , Est. ,1197400,Lost
306,Temecula Health Center,Temecula, 440 RS , Hospital , Select Bid List , Engineered , Jeff P. , Est. ,2376772,Lost
307,B|Braun Medical Duplex Gown Rooms,Irvine, 441 OC , Industrial , Select Bid List , Design/Build , Brian , S.P. ,16036,Awarded
308,Oxford Academy  Modernization ,Cypress, 441 OC , Fire Alarm , Select Bid List , Engineered , Ron , P.M. ,18000,Awarded
309,"B|Braun Medical, Electrical Maintenance Fan",Irvine, 441 OC , Industrial , Select Bid List , Design/Build , Brian , S.P. ,4795,Lost
310,Buzztime T.I.,Carlsbad, 441 OC , TI , Select Bid List , Engineered , Frank , Est. ,443565,Lost
313,Title 24 Carlsbad Spencers Store,Carlsbad, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1700,Awarded
315,Blizzard B2 Floor 2,Irvine, 441 OC , TI , Budget , Engineered , Frank , Est. ,130807,Awarded
316,Regus new circuits and outlets,Cerritos, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,2480,Awarded
317,Valvoline 2 new circuits and outlets for Datacom,Santa Fe Springs, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,2797,Awarded
319,OCC Clark Center lighting ,Costa Mesa, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,34716,Awarded
326,"Hoag HC Tustin Legacy PT, IM, HOI Suite",Tustin, 441 OC , TI , Select Bid List , Engineered , Steve  , Est. ,459492,Awarded
330,HHNB Breast Care Center,Newport Beach, 441 OC , Hospital , Select Bid List , Engineered , Bill  , P.M. ,48893,Lost
331,KabaFusion Light fixture rework,Cerritos, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,970,Awarded
332,San Manual South Casino Entry,Highland, 440 RS , Specialty , Budget , Engineered , Frank , Est. ,1855122,Lost
333,"Edwards Life Science, Wellness Center",Irvine, 441 OC , TI , Select Bid List , Engineered , Brian , S.P. ,104585,Lost
334,Chapman Parking Structure E ballast replacement,Orange , 441 OC , Parking Structure , Select Bid List , Design/Build , Doyle , S.P. ,22500,Awarded
335,AAA Tustin Add ground bar at MPOE,Tustin, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1200,Awarded
336,HHNB Breast Center MRI Replacement,Newport Beach, 441 OC , Hospital , Select Bid List , Engineered , Steve  , Est. ,65625,Awarded
337,Experian Phase 2 Building C ,Costa Mesa, 441 OC , TI , Select Bid List , Engineered , Frank , Est. ,817710,Lost
339,"B|Braun Medical, PAB office Relocate",Irvine, 441 OC , TI , Select Bid List , Design/Build , Brian , S.P. ,47149,Lost
340,Deutsche Santa Ana IR scan,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,7900,Awarded
341,HHI Lab Mechanical,Irvine, 441 OC , Hospital , Select Bid List , Engineered , Steve  , Est. ,10072,Lost
342,Anaheim Corp refeed outside lighting,Anaheim, 441 OC , TI , Select Bid List , Design/ Assist , Doyle , S.P. ,990,Lost
343,CCH - 9th Floor Conrerence Room,Los Angeles, 11 LA , TI , Select Bid List , Engineered , Steve  , Est. ,14044,Lost
344,Northrup Gruman Palmdale,Palmdale, 441 OC , Industrial , Select Bid List , Design/ Assist , Brian , S.P. ,88520,Lost
348,Blizzard B16 Overwatch,Irvine, 441 OC , TI , Select Bid List , Engineered , Steve  , Est. ,38242,Awarded
351,PSJMC Pharmacy UPS,Burbank, 11 LA , Hospital , Select Bid List , Engineered , Don V , Est. ,220687,Lost
353,Lakeshore Tower Retroom & Janitors Closet Addition,Irvine, 441 OC , TI , Select Bid List , Engineered , Don V , Est. ,52382,Lost
354,Boardwalk 18575 2nd Flr. Spec Suite,Irvine, 441 OC , TI , Budget , Engineered , Frank , Est. ,226324,Lost
355,Paciolan,Irvine, 441 OC , TI , Select Bid List , Engineered , Steve  , Est. ,681282,Awarded
356,"B|Braun Medical, Duplex",Irvine, 441 OC , Industrial , Select Bid List , Design/Build , Brian , S.P. ,13745,Awarded
357,"B|Braun Medical, Conference Room",Irvine, 441 OC , TI , Select Bid List , Design/Build , Brian , S.P. ,3982,Lost
358,AAA new cable and backboard Ladera Ranch,Ladera Ranch, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1150,Awarded
359,"B|Braun Medical, PAB Blue Capper",Irvine, 441 OC , Industrial , Select Bid List , Design/Build , Brian , S.P. ,21000,Lost
360,"B|Braun Medical, Excel/QA/PIC",Irvine, 441 OC , TI , Select Bid List , Design/Build , Brian , S.P. ,65627,Lost
361,"B|Braun Medical, Facilities Offices",Irvine, 441 OC , TI , Select Bid List , Design/Build , Brian , S.P. ,32211,Lost
362,"B|Braun Medical, Grissley Vacuum",Irvine, 441 OC , Industrial , Select Bid List , Design/Build , Brian , S.P. ,6226,Lost
364,The District at South Bay / Fashion Outlets of LA,Carson, 11 LA , Site , Select Bid List , Engineered , Steve  , Est. ,897922,Lost
365,GPISC Restaurant ,Irvine, 441 OC , TI , Budget , Engineered , Frank , Est. ,61485,Awarded
366,Edwards THV - R&I ,Irvine, 441 OC , TI , Select Bid List , Engineered , Brian , S.P. ,203428,Lost
367,FVRH replace bad breakers,Fountain Valley, 441 OC , Hospital , Select Bid List , Design/Build , Doyle , S.P. ,14530,Awarded
368,"Blizzard B1, 3rd Flr. RR Upgrade",Irvine, 441 OC , TI , Select Bid List , Engineered , Frank , Est. ,13253,Lost
369,Chevron - 9RES,El Segundo, 11 LA , Fire Alarm , Select Bid List , Engineered , Ron , P.M. ,17000,Lost
370,Compass T.I.,Pasadena, 11 LA , TI , Competitive , Engineered , Frank , Est. ,121661,Lost
374,"B|Braun Medical, E3 Open Office",Irvine, 441 OC , TI , Select Bid List , Design/Build , Brian , S.P. ,16271,Lost
375,Hoag NB Suite 305,Newport Beach, 441 OC , TI , Select Bid List , Engineered , Don V , Est. ,58133,Lost
377,"B-Braun Medical, Mixing Mechanic",Irvine, 441 OC , Industrial , Select Bid List , Design/Build , Brian , S.P. ,2286,Lost
380,HHNB North Tower Floors 2-3 INP,Newport Beach, 441 OC , Hospital , Budget , Engineered , Frank , Est. ,269589,Lost
381,2160 E. Grand,El Segundo, 11 LA , TI , Budget , Engineered , Frank , Est. ,136049,Lost
383,Lakeshore Plaza @ Dos Lagos,Corona, 440 RS , Shell , Budget , Engineered , Frank , Est. ,2095446,Lost
384,Greystar,Newport Beach, 441 OC , TI , Competitive , Engineered , Steve  , Est. ,347358,Lost
386,Jones Day,Irvine, 441 OC , TI , Public Works , Engineered , Frank , Est. ,174892,Lost
387,"B|Braun Medical, 2nd Floor QC Offices",Irvine, 441 OC , TI , Select Bid List , Design/Build , Brian , S.P. ,11353,Awarded
388,"B|Braun Medical, Duplex Gowning",Irvine, 441 OC , Industrial , Select Bid List , Design/Build , Brian , S.P. ,9994,Lost
389,Blizzard B25 Suite 200,Irvine, 441 OC , TI , Select Bid List , Engineered , Frank , Est. ,332551,Lost
0,COH - Fox North Renovation,Duarte, 441 OC , TI , Select Bid List , Engineered , Steve  , Est. ,558438,Lost
1,The Schools First Credit Union,Tustin, 441 OC , Comercial , Negotiated , Design/ Assist , Frank , Est. ,24897,Lost
2,"B-Braun Medical, TCU Skid",Irvine, 441 OC , Industrial , Competitive , Engineered , Brian , S.P. ,42429,Awarded
3,Blizzard B15 QA Phase 2,Irvine, 441 OC , TI , Competitive , Engineered , Steve  , Est. ,121497,Lost
4,PSPH Pharmacy,San Pedro, 11 LA , Hospital , Competitive , Engineered , Don V , Est. ,185941,Lost
5,"B-Braun Medical, Valencia ",Tustin, 441 OC , Industrial , Budget , Design/Build , Brian , S.P. ,3600,Awarded
6,OCC Art Building TI room 322,Costa Mesa, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,21870,Awarded
7,Medtronics,Irvine, 441 OC , TI , Competitive , Engineered , Steve  , Est. ,1543523,Lost
8,B-Braun Medical-Duplex,Irvine, 441 OC , Industrial , Negotiated , Design/Build , Brian , S.P. ,7040,Awarded
9,Wewalk Irvine - The Boardwalk,Irvine, 441 OC , TI , Select Bid List , Engineered , Frank , Est. ,773939,Lost
10,AeRobotix - GKN,Garden Grove, 441 OC , Industrial , Select Bid List , Design/ Assist , Brian , S.P. ,6430,Lost
11,AAA starter replacement,Costa Mesa, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,2472,Awarded
13,B|Braun Medical Components Office,Irvine, 441 OC , TI , Select Bid List , Design/Build , Brian , S.P. ,15875,Awarded
14,Joey's - DTLA,LA, 11 LA , TI , Select Bid List , Engineered , Steve  , Est. ,780419,Awarded
16,Lakeshore Towers Fixture replacemetn,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,22833,Lost
17,B|Braun Medical PAB,Irvine, 441 OC , Industrial , Select Bid List , Design/Build , Brian , S.P. ,44680,Lost
18,Lakewhore Towers Retaill Space 5 Panel,Irvine, 441 OC , TI , Budget , Design/Build , Frank , Est. ,12443,Lost
19,Smartstop new circuit and data for lobby sign 4th fl,Ladera Ranch, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,3230,Awarded
20,Mesa Water District HVAC & Roof Replacement,Costa Mesa, 441 OC , Comercial , Select Bid List , Engineered , Don V , Est. ,120496,Awarded
21,Edwards Life Sciences Campus Expansion Ph0,Irvine, 441 OC , Site , Select Bid List , Engineered , Steve  , Est. ,331278,Lost
22,AAA San Diego Demark,San Diego, 441 OC , TI , Competitive , Design/Build , Doyle , S.P. ,1530,Awarded
24,B|Braun Medical,Irvine, 441 OC , TI , Negotiated , Design/Build , Brian , S.P. ,30000,Lost
25,AAA Parking Lot Lighting Upgrade,OC & LA, 441 OC , TI , Competitive , Design/Build , Brian , S.P. ,63070,Lost
27,5 Peters Canyon Suite 300 new circuit,Irvine, 441 OC , TI , Competitive , Design/Build , Doyle , S.P. ,1300,Awarded
28,5 Peters Canyon IR and GFCI testing,Irvine, 441 OC , TI , Competitive , Design/Build , Doyle , S.P. ,4400,Lost
29,Thales clean gear and GFCI main testing,Irvine, 441 OC , TI , Competitive , Design/Build , Doyle , S.P. ,4400,Lost
30,Blizzard Bldg.2 Team 4 Second Floor Ph#1,Irvine, 441 OC , TI , Competitive , Engineered , Don V , Est. ,84008,Lost
32,HHI LDRP Remodel,Irvine, 441 OC , Hospital , Budget , Engineered , Frank , Est. ,2106861,Awarded
33,"B|Braun Medical, Autoclave",Irvine, 441 OC , Industrial , Select Bid List , Design/Build , Brian , S.P. ,18170,Lost
34,"B|Braun Medical, Sub-Station D",Irvine, 441 OC , Industrial , Select Bid List , Design/Build , Brian , S.P. ,14743,Lost
35,B|Braun Medical Tustin Warehouse,Tustin, 441 OC , TI , Select Bid List , Design/Build , Brian , S.P. ,492840,Lost
37,AAA Mission Viejo Demark,Mission Viejo, 441 OC , TI , Select Bid List , Design/ Assist , Doyle , S.P. ,3900,Awarded
38,AAA San Clemente Demark,San Clemente, 441 OC , TI , Select Bid List , Design/ Assist , Doyle , S.P. ,3220,Awarded
39,OCC Adams Parking underground,Costa Mesa, 441 OC , Site , Select Bid List , Design/ Assist , Doyle , S.P. ,187890,Lost
40,Providence St. Joseph ,Burbank, 11 LA , Hospital , Budget , Design/Build , Steve  , Est. ,2429499,Lost
41,Walnut Village Phase 1 - Façade & Site,Irvine, 441 OC , Site , Competitive , Engineered , Frank , Est. ,46885,Lost
42,B|Braun Medical Mixing Tanks,Irvine, 441 OC , Industrial , Select Bid List , Design/Build , Brian , S.P. ,26720,Awarded
43,Blizzard B22- ROM,Irvine, 441 OC , TI , Select Bid List , Design/ Assist , Jeff S , P.M. ,6353,Lost
44,B|Braun Medical 5 kV Switchgear,Irvine, 441 OC , Industrial , Select Bid List , Design/ Assist , Brian , S.P. ,63567,Awarded
45,Newmeyer & Dillion,Newport Beach, 441 OC , TI , Budget , Design/ Assist , Don V , Est. ,164373,Lost
46,The YAP Building,Irvine, 441 OC , TI , Select Bid List , Engineered , Don V , Est. ,324680,Lost
47,Smartstop 2 new circuits and whip connection,Ladera Ranch, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,2270,Lost
48,AAA new outlets 4th floor exec office,Costa Mesa, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,900,Awarded
49,Charter TV outlet and Server Room outlet,Cerritos, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,3660,Lost
50,Providence Breeze change dressing room lights,Torrance, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,6140,Lost
51,OCC Machine shop New Sodick machine,Costa Mesa, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,3000,Lost
52,New Leibert units for MOB,Santa Ana, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,6964,Awarded
53,"B-Braun Medical, 3rd Floor Mixing",Irvine, 441 OC , Industrial , Select Bid List , Design/Build , Brian , S.P. ,38389,Lost
55,Screenworks Shop Relocation,Corona, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,91700,Lost
56,Kabafusion 2 new outlets on existing circuits,Cerritos, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1250,Lost
57,McDermott Will & Emery ,Irvine, 441 OC , TI , Competitive , Engineered , Frank , Est. ,229760,Lost
59,"B-Braun Medical, Sub-A Labeling",Irvine, 441 OC , TI , Negotiated , Design/Build , Brian , S.P. ,19500,Awarded
60,Boardwalk Café,Irvine, 441 OC , TI , Select Bid List , Engineered , Steve  , Est. ,216150,Lost
61,"B|Braun Medical, Tustin ",Tustin, 441 OC , Industrial , Select Bid List , Design/Build , Brian , S.P. ,9928,Awarded
64,"B-Braun Medical, Vault Conduits",Irvine, 441 OC , Industrial , Budget , Design/Build , Brian , S.P. ,8800,Awarded
65,Illutris Pharmecutical,Irvine, 441 OC , TI , Competitive , Engineered , Don V , Est. ,96276,Lost
66,Waddell & Reed new outlets,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,8680,Awarded
68,Boardwalk 5th Floor Spec Suite,Irvine, 441 OC , TI , Select Bid List , Engineered , Frank , Est. ,498754,Lost
69,Tenant Health Care,Anaheim, 441 OC , TI , Negotiated , Engineered , Jeff S , P.M. ,10000,Lost
70,"Lakeshore Plaza - Dos Lagos, Bldg A",Corona, 440 RS , Shell , Select Bid List , Engineered , Steve  , Est. ,1310525,Lost
72,Fountain Valley Regional Hospital Replace SqD meter,Fountain Valley, 441 OC , Hospital , Select Bid List , Design/Build , Doyle , S.P. ,1878,Awarded
73,Kaiser Bellflower investigation for Swinerton,Bellflower, 441 OC , TI , Select Bid List , Design/ Assist , Doyle , S.P. ,4790,Awarded
74,AAA Costa Mesa Fullfillment services,Costa Mesa, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,5388,Awarded
75,Tuscany Cheese new outlet and data stub,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,988,Awarded
76,Thales roof top antenna power and contorls,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,25979,Awarded
78,AAA Redlands Convert pole heads to LED,Redlands, 441 OC , Site , Select Bid List , Design/Build , Doyle , S.P. ,5880,Awarded
79,Edwards HVC - Men's Locker Room,Irvine, 441 OC , TI , Competitive , Engineered , Brian , S.P. ,26300,Lost
80,Samueli Academy Student Innovation Center,Santa Ana, 441 OC , Specialty , Select Bid List , Engineered , Steve  , Est. ,2164479,Awarded
81,B|Braun Medical Sub Stations C-K-H-J,Irvine, 441 OC , Industrial , Select Bid List , Engineered , Brian , S.P. ,181845,Lost
83,Prime Huntington Beach,Huntington Beach, 441 OC , Hospital , Select Bid List , Engineered , Don V , Est. ,130378,Lost
84,Prime Garden Grove,Garden Grove, 441 OC , Hospital , Select Bid List , Engineered , Don V , Est. ,68071,Lost
89,B|Braun Medical LED Upgrade,Irvine, 441 OC , Industrial , Negotiated , Design/Build , Brian , S.P. ,9500,Awarded
90,"B|Braun Medical, New Office at E3",Irvine, 441 OC , TI , Select Bid List , Design/Build , Brian , S.P. ,15054,Awarded
91,Prime West Anaheim,Anaheim, 441 OC , Hospital , Select Bid List , Engineered , Don V , Est. ,88341,Awarded
92,Prime LaPalma,La Palma, 441 OC , Hospital , Select Bid List , Engineered , Don V , Est. ,39919,Lost
93,"B|Braun Medical, Electronics Shop",Irvine, 441 OC , Industrial , Select Bid List , Design/Build , Brian , S.P. ,1900,Lost
94,Equity Partners 10 exit signs,Cerritos, 441 OC , TI , Select Bid List , Design/ Assist , Doyle , S.P. ,3556,Lost
95,AAA Cafeteria generator tie and support,Costa Mesa, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1810,Awarded
96,Good Shephard Lutheran Youth Center,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,5840,Awarded
98,AAA Palm Springs Restack,Palm Springs, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1600,Lost
99,"B|Braun Medical, Excel Overwrap",Irvine, 441 OC , TI , Select Bid List , Design/Build , Brian , S.P. ,1551,Awarded
100,Charter TV outlet   ,Ontario, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,875,Awarded
101,Deutsche bank outage support,Santa Ana, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,985,Awarded
102,Rockwell GFCI main recertify,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,4640,Awarded
103,"B-Braun Medical, QC Offices Phase 2",Irvine, 441 OC , TI , Select Bid List , Design/Build , Brian , S.P. ,10830,Awarded
104,"B-Braun Medical, QC Lab",Irvine, 441 OC , TI , Select Bid List , Design/Build , Brian , S.P. ,14352,Lost
105,Moffatt & Nichol,Costa Mesa, 441 OC , TI , Select Bid List , Engineered , Don V , Est. ,489358,Lost
106,"B|Braun Medical, Mixing Tanks Phase 2",Irvine, 441 OC , TI , Select Bid List , Engineered , Brian , S.P. ,164316,Lost
